Name,Disaster,Begin_Date,End_Date,Total CPI-Adjusted Cost (Millions of Dollars),Deaths,State
Central Severe Weather (May 2019),Severe Storm,5/16/19,5/18/19,0,0,TX
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,5307.6,3,CO
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,0,0,WY
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,0,0,NE
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,0,0,KS
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,0,0,OK
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,0,0,MO
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,0,0,IA
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,0,0,IL
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,0,0,IN
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,0,0,OH
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,0,0,PA
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,5/26/19,5/29/19,0,0,NJ
Arkansas River Flooding (June 2019),Flooding,5/20/19,6/14/19,3569.5,5,AR
Colorado Hail Storms (July 2019),Severe Storm,7/4/19,7/5/19,1189.4,0,CO
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,3/15/19,7/31/19,7341.3,4,OK
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,3/15/19,7/31/19,0,0,NE
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,3/15/19,7/31/19,0,0,MO
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,3/15/19,7/31/19,0,0,IL
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,3/15/19,7/31/19,0,0,KS
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,3/15/19,7/31/19,0,0,AR
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,3/15/19,7/31/19,0,0,KY
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,3/15/19,7/31/19,0,0,TN
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,3/15/19,7/31/19,0,0,TX
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,3/15/19,7/31/19,0,0,MS
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,3/15/19,7/31/19,0,0,LA
Hurricane Dorian (September 2019),Tropical Cyclone,8/28/19,9/6/19,1899.8,10,NC
Tropical Storm Imelda (September 2019),Tropical Cyclone,9/17/19,9/21/19,5900,5,TX
Texas Tornadoes and Central Severe Weather (October 2019),Tornadoes,10/20/19,10/20/19,2010.1,2,TX
California and Alaska Wildfires (Summer-Fall 2019),Wildfire,6/1/19,11/30/19,5310,3,CA
California and Alaska Wildfires (Summer-Fall 2019),Wildfire,6/1/19,11/30/19,0,0,AK
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,1344.6,10,AL
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,AR
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,GA
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,IL
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,IN
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,KY
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,LA
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,MS
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,MO
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,NC
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,OH
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,SC
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,TN
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,TX
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,VA
Southeast Tornadoes and Northern Storms and Flooding (January 2020),Tornadoes,1/10/20,1/12/20,0,0,WI
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,1469.9,3,AL
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,FL
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,GA
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,SC
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,LA
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,MS
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,TN
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,NC
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,VA
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,PA
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,RI
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,NY
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,NJ
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,MD
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2/5/20,2/7/20,0,0,MA
Tennessee Tornadoes and Southeast Severe Weather (March 2020),Tornadoes,3/2/20,3/4/20,2733.3,25,AL
Tennessee Tornadoes and Southeast Severe Weather (March 2020),Tornadoes,3/2/20,3/4/20,0,0,KY
Tennessee Tornadoes and Southeast Severe Weather (March 2020),Tornadoes,3/2/20,3/4/20,0,0,MS
Tennessee Tornadoes and Southeast Severe Weather (March 2020),Tornadoes,3/2/20,3/4/20,0,0,MO
Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,3/27/20,3/28/20,2993.1,0,MO
Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,3/27/20,3/28/20,0,0,OK
Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,3/27/20,3/28/20,0,0,TX
Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,3/27/20,3/28/20,0,0,IL
Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,3/27/20,3/28/20,0,0,IN
Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,3/27/20,3/28/20,0,0,OH
Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,3/27/20,3/28/20,0,0,KS
Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,3/27/20,3/28/20,0,0,KY
Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,3/27/20,3/28/20,0,0,TN
Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,3/27/20,3/28/20,0,0,WV
Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,3/27/20,3/28/20,0,0,PA
North Central and Ohio Valley Hail Storms and Severe Weather (April 2020),Severe Storm,4/7/20,4/8/20,3399.6,0,IL
North Central and Ohio Valley Hail Storms and Severe Weather (April 2020),Severe Storm,4/7/20,4/8/20,0,0,IA
North Central and Ohio Valley Hail Storms and Severe Weather (April 2020),Severe Storm,4/7/20,4/8/20,0,0,IN
North Central and Ohio Valley Hail Storms and Severe Weather (April 2020),Severe Storm,4/7/20,4/8/20,0,0,OH
North Central and Ohio Valley Hail Storms and Severe Weather (April 2020),Severe Storm,4/7/20,4/8/20,0,0,MI
North Central and Ohio Valley Hail Storms and Severe Weather (April 2020),Severe Storm,4/7/20,4/8/20,0,0,WI
North Central and Ohio Valley Hail Storms and Severe Weather (April 2020),Severe Storm,4/7/20,4/8/20,0,0,MO
Southeast and Eastern Tornado Outbreak (April 2020),Tornadoes,4/12/20,4/13/20,4063.7,35,TX
Southeast and Eastern Tornado Outbreak (April 2020),Tornadoes,4/12/20,4/13/20,0,0,MD
Southern Severe Weather (April 2020),Severe Storm,4/21/20,4/23/20,1593,3,TX
Southern Severe Weather (April 2020),Severe Storm,4/21/20,4/23/20,0,0,OK
Southern Severe Weather (April 2020),Severe Storm,4/21/20,4/23/20,0,0,LA
Southern Severe Weather (April 2020),Severe Storm,4/21/20,4/23/20,0,0,MS
Southern Severe Weather (April 2020),Severe Storm,4/21/20,4/23/20,0,0,AL
Southern Severe Weather (April 2020),Severe Storm,4/21/20,4/23/20,0,0,GA
Southern Severe Weather (April 2020),Severe Storm,4/21/20,4/23/20,0,0,FL
Southern Severe Weather (April 2020),Severe Storm,4/21/20,4/23/20,0,0,VA
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,4/27/20,4/30/20,1211.9,1,OK
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,4/27/20,4/30/20,0,0,TX
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,4/27/20,4/30/20,0,0,MO
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,4/27/20,4/30/20,0,0,KS
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,4/27/20,4/30/20,0,0,LA
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,4/27/20,4/30/20,0,0,VA
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,4/27/20,4/30/20,0,0,PA
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,4/27/20,4/30/20,0,0,MD
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,4/27/20,4/30/20,0,0,DE
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,4/27/20,4/30/20,0,0,NJ
Central and Eastern Severe Weather (May 2020),Severe Storm,5/3/20,5/5/20,2493.3,2,KS
Central and Eastern Severe Weather (May 2020),Severe Storm,5/3/20,5/5/20,0,0,MO
Central and Eastern Severe Weather (May 2020),Severe Storm,5/3/20,5/5/20,0,0,TN
Central and Eastern Severe Weather (May 2020),Severe Storm,5/3/20,5/5/20,0,0,SC
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,5/20/20,5/23/20,1869,2,ÊOK
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,5/20/20,5/23/20,0,0,KS
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,5/20/20,5/23/20,0,0,IN
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,5/20/20,5/23/20,0,0,TN
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,5/20/20,5/23/20,0,0,AL
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,5/20/20,5/23/20,0,0,GA
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,5/20/20,5/23/20,0,0,FL
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,5/20/20,5/23/20,0,0,SC
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,5/20/20,5/23/20,0,0,TX
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,5/20/20,5/23/20,0,0,IL
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,5/20/20,5/23/20,0,0,NC
South Texas Hail Storms (May 2020),Severe Storm,5/27/20,5/27/20,1652,0,TX
Central Severe Weather (July 2020),Severe Storm,7/10/20,7/11/20,1387.4,0,NE
Central Severe Weather (July 2020),Severe Storm,7/10/20,7/11/20,0,0,SD
Central Severe Weather (July 2020),Severe Storm,7/10/20,7/11/20,0,0,MN
Central Severe Weather (July 2020),Severe Storm,7/10/20,7/11/20,0,0,KS
Central Severe Weather (July 2020),Severe Storm,7/10/20,7/11/20,0,0,OK
Central Severe Weather (July 2020),Severe Storm,7/10/20,7/11/20,0,0,IA
Central Severe Weather (July 2020),Severe Storm,7/10/20,7/11/20,0,0,IL
Central Severe Weather (July 2020),Severe Storm,7/10/20,7/11/20,0,0,IN
Hurricane Hanna (July 2020),Tropical Cyclone,7/25/20,7/26/20,1247,0,TX
Hurricane Isaias (August 2020),Tornadoes,8/3/20,8/4/20,5518.2,16,NY
Hurricane Isaias (August 2020),Tornadoes,8/3/20,8/4/20,0,0,NJ
Hurricane Isaias (August 2020),Tornadoes,8/3/20,8/4/20,0,0,PA
Hurricane Isaias (August 2020),Tornadoes,8/3/20,8/4/20,0,0,NC
Hurricane Isaias (August 2020),Tornadoes,8/3/20,8/4/20,0,0,VA
Hurricane Isaias (August 2020),Tornadoes,8/3/20,8/4/20,0,0,MD
Hurricane Isaias (August 2020),Tornadoes,8/3/20,8/4/20,0,0,DE
Central Severe Weather - Derecho (August 2020),Severe Storm,8/10/20,8/10/20,12791.3,4,IA
Central Severe Weather - Derecho (August 2020),Severe Storm,8/10/20,8/10/20,0,0,IL
Central Severe Weather - Derecho (August 2020),Severe Storm,8/10/20,8/10/20,0,0,MN
Central Severe Weather - Derecho (August 2020),Severe Storm,8/10/20,8/10/20,0,0,IN
Central Severe Weather - Derecho (August 2020),Severe Storm,8/10/20,8/10/20,0,0,OH
Hurricane Laura (August 2020),Tropical Cyclone,8/27/20,8/28/20,26929.4,42,LA
Hurricane Sally (September 2020),Tropical Cyclone,9/15/20,9/17/20,8437.7,5,AL
Hurricane Delta (October 2020),Tornadoes,10/9/20,10/11/20,3325.7,5,ÊLA
Hurricane Delta (October 2020),Tornadoes,10/9/20,10/11/20,0,0,TX
Hurricane Delta (October 2020),Tornadoes,10/9/20,10/11/20,0,0,MS
Hurricane Delta (October 2020),Tornadoes,10/9/20,10/11/20,0,0,GA
Hurricane Zeta (October 2020),Tropical Cyclone,10/28/20,10/29/20,5048.3,6,LA
Hurricane Zeta (October 2020),Tropical Cyclone,10/28/20,10/29/20,0,0,AL
Hurricane Zeta (October 2020),Tropical Cyclone,10/28/20,10/29/20,0,0,MS
Hurricane Zeta (October 2020),Tropical Cyclone,10/28/20,10/29/20,0,0,GA
Tropical Storm Eta (November 2020),Tropical Cyclone,11/8/20,11/12/20,1693.6,12,FL
"Western Wildfires - California, Oregon, Washington Firestorms (Fall 2020)",Wildfire,8/1/20,12/30/20,19082,46,CA
Western/Central Drought and Heat Wave (Summer-Fall 2020),Drought,6/1/20,12/30/20,5214.2,45,CA
California Flooding and Severe Weather (January 2021),Flooding,1/24/21,1/29/21,1259.3,2,CA
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,26089.3,262,TX
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,0,0,OK
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,0,0,KS
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,0,0,MO
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,0,0,IL
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,0,0,KY
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,0,0,TN
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,0,0,LA
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,0,0,MS
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,0,0,CO
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,0,0,OR
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2/10/21,2/19/21,0,0,WA
Southeast Tornadoes and Severe Weather (March 2021),Tornadoes,3/24/21,3/25/21,1911.7,6,KY
Southeast Tornadoes and Severe Weather (March 2021),Tornadoes,3/24/21,3/25/21,0,0,TN
Southeast Tornadoes and Severe Weather (March 2021),Tornadoes,3/24/21,3/25/21,0,0,MS
Southeast Tornadoes and Severe Weather (March 2021),Tornadoes,3/24/21,3/25/21,0,0,AL
Southeast Tornadoes and Severe Weather (March 2021),Tornadoes,3/24/21,3/25/21,0,0,GA
Eastern Severe Weather (March 2021),Severe Storm,3/27/21,3/28/21,1534.3,8,KS
Eastern Severe Weather (March 2021),Severe Storm,3/27/21,3/28/21,0,0,AL
Eastern Severe Weather (March 2021),Severe Storm,3/27/21,3/28/21,0,0,GA
Eastern Severe Weather (March 2021),Severe Storm,3/27/21,3/28/21,0,0,MS
Eastern Severe Weather (March 2021),Severe Storm,3/27/21,3/28/21,0,0,SC
Eastern Severe Weather (March 2021),Severe Storm,3/27/21,3/28/21,0,0,NC
Eastern Severe Weather (March 2021),Severe Storm,3/27/21,3/28/21,0,0,VA
Texas Hail Storms (April 2021),Severe Storm,4/12/21,4/15/21,1681.5,0,TX
Texas and Oklahoma Severe Weather (April 2021),Severe Storm,4/27/21,4/28/21,3589.9,0,TX
Texas and Oklahoma Severe Weather (April 2021),Severe Storm,4/27/21,4/28/21,0,0,OK
Southern Tornadoes and Southeast Severe Weather (May 2021),Tornadoes,5/2/21,5/4/21,1415.6,4,MS
Southern Tornadoes and Southeast Severe Weather (May 2021),Tornadoes,5/2/21,5/4/21,0,0,TX
Southern Tornadoes and Southeast Severe Weather (May 2021),Tornadoes,5/2/21,5/4/21,0,0,KS
Southern Tornadoes and Southeast Severe Weather (May 2021),Tornadoes,5/2/21,5/4/21,0,0,AL
Southern Tornadoes and Southeast Severe Weather (May 2021),Tornadoes,5/2/21,5/4/21,0,0,GA
Southern Tornadoes and Southeast Severe Weather (May 2021),Tornadoes,5/2/21,5/4/21,0,0,SC
Southern Tornadoes and Southeast Severe Weather (May 2021),Tornadoes,5/2/21,5/4/21,0,0,NC
Southern Tornadoes and Southeast Severe Weather (May 2021),Tornadoes,5/2/21,5/4/21,0,0,TN
Louisiana Flooding (May 2021),Flooding,5/17/21,5/18/21,1503.6,5,LA
Louisiana Flooding (May 2021),Flooding,5/17/21,5/18/21,0,0,TX
Ohio Valley Hail Storms (June 2021),Severe Storm,6/17/21,6/18/21,1895,0,OH
Ohio Valley Hail Storms (June 2021),Severe Storm,6/17/21,6/18/21,0,0,IL
Ohio Valley Hail Storms (June 2021),Severe Storm,6/17/21,6/18/21,0,0,IN
Ohio Valley Hail Storms (June 2021),Severe Storm,6/17/21,6/18/21,0,0,MI
Ohio Valley Hail Storms (June 2021),Severe Storm,6/17/21,6/18/21,0,0,WI
Ohio Valley Hail Storms (June 2021),Severe Storm,6/17/21,6/18/21,0,0,MN
Ohio Valley Hail Storms (June 2021),Severe Storm,6/17/21,6/18/21,0,0,IA
Ohio Valley Hail Storms (June 2021),Severe Storm,6/17/21,6/18/21,0,0,MO
Central Severe Storms (June 2021),Severe Storm,6/24/21,6/26/21,1390.9,0,MI
Central Severe Storms (June 2021),Severe Storm,6/24/21,6/26/21,0,0,IL
Central Severe Storms (June 2021),Severe Storm,6/24/21,6/26/21,0,0,IN
Central Severe Storms (June 2021),Severe Storm,6/24/21,6/26/21,0,0,OH
Central Severe Storms (June 2021),Severe Storm,6/24/21,6/26/21,0,0,MO
Central Severe Storms (June 2021),Severe Storm,6/24/21,6/26/21,0,0,KS
Central Severe Storms (June 2021),Severe Storm,6/24/21,6/26/21,0,0,TX
Tropical Storm Elsa (July 2021),Tropical Cyclone,7/7/21,7/9/21,1346.8,1,FL
Tropical Storm Elsa (July 2021),Tropical Cyclone,7/7/21,7/9/21,0,0,GA
Central Severe Storms (July 2021),Severe Storm,7/8/21,7/11/21,1199,0,MO
Central Severe Storms (July 2021),Severe Storm,7/8/21,7/11/21,0,0,NE
Central Severe Storms (July 2021),Severe Storm,7/8/21,7/11/21,0,0,IA
Central Severe Storms (July 2021),Severe Storm,7/8/21,7/11/21,0,0,SD
Central Severe Storms (July 2021),Severe Storm,7/8/21,7/11/21,0,0,ND
Central Severe Storms (July 2021),Severe Storm,7/8/21,7/11/21,0,0,NM
Central Severe Storms (July 2021),Severe Storm,7/8/21,7/11/21,0,0,TX
North Central Severe Weather (August 2021),Severe Storm,8/10/21,8/13/21,1425.6,2,IL
North Central Severe Weather (August 2021),Severe Storm,8/10/21,8/13/21,0,0,MI
North Central Severe Weather (August 2021),Severe Storm,8/10/21,8/13/21,0,0,WI
North Central Severe Weather (August 2021),Severe Storm,8/10/21,8/13/21,0,0,IN
North Central Severe Weather (August 2021),Severe Storm,8/10/21,8/13/21,0,0,OH
North Central Severe Weather (August 2021),Severe Storm,8/10/21,8/13/21,0,0,MO
Tropical Storm Fred (August 2021),Tropical Cyclone,8/16/21,8/18/21,1417.8,7,FL
Hurricane Ida (August 2021),Tropical Cyclone,8/29/21,9/1/21,80929.2,96,LA
Hurricane Nicholas (September 2021),Tropical Cyclone,9/14/21,9/18/21,1117.6,0,TX
"Southeast, Central Tornado Outbreak (December 2021)",Tornadoes,12/10/21,12/10/21,4267.5,93,KS
"Southeast, Central Tornado Outbreak (December 2021)",Tornadoes,12/10/21,12/10/21,0,0,MO
"Southeast, Central Tornado Outbreak (December 2021)",Tornadoes,12/10/21,12/10/21,0,0,TN
"Southeast, Central Tornado Outbreak (December 2021)",Tornadoes,12/10/21,12/10/21,0,0,KY
Midwest Derecho and Tornado Outbreak (December 2021),Severe Storm,12/15/21,12/15/21,1942.4,1,KS
Midwest Derecho and Tornado Outbreak (December 2021),Severe Storm,12/15/21,12/15/21,0,0,NE
Midwest Derecho and Tornado Outbreak (December 2021),Severe Storm,12/15/21,12/15/21,0,0,IA
Midwest Derecho and Tornado Outbreak (December 2021),Severe Storm,12/15/21,12/15/21,0,0,MN
Midwest Derecho and Tornado Outbreak (December 2021),Severe Storm,12/15/21,12/15/21,0,0,WI
Western Wildfires (2021),Wildfire,6/1/21,12/31/21,11544.1,8,CA
Western Wildfires (2021),Wildfire,6/1/21,12/31/21,0,0,CO
Western Wildfires (2021),Wildfire,6/1/21,12/31/21,0,0,OR
Western Wildfires (2021),Wildfire,6/1/21,12/31/21,0,0,WA
Western Wildfires (2021),Wildfire,6/1/21,12/31/21,0,0,ID
Western Wildfires (2021),Wildfire,6/1/21,12/31/21,0,0,MT
Western Wildfires (2021),Wildfire,6/1/21,12/31/21,0,0,AZ
Western Drought and Heat Wave (2021),Drought,1/1/21,12/31/21,9696.1,229,OR
Western Drought and Heat Wave (2021),Drought,1/1/21,12/31/21,0,0,WA
Texas Hail Storms (February 2022),Severe Storm,2/21/22,2/22/22,1068.5,0,TX
Southern Tornado Outbreak (March 2022),Tornadoes,3/30/22,3/30/22,1319.2,2,LA
Southern Tornado Outbreak (March 2022),Tornadoes,3/30/22,3/30/22,0,0,MS
Southern Tornado Outbreak (March 2022),Tornadoes,3/30/22,3/30/22,0,0,AL
Southern Tornado Outbreak (March 2022),Tornadoes,3/30/22,3/30/22,0,0,FL
Southeast Tornado Outbreak (April 2022),Tornadoes,4/4/22,4/6/22,1473.8,3,TX
Southeast Tornado Outbreak (April 2022),Tornadoes,4/4/22,4/6/22,0,0,LA
Southeast Tornado Outbreak (April 2022),Tornadoes,4/4/22,4/6/22,0,0,MS
Southeast Tornado Outbreak (April 2022),Tornadoes,4/4/22,4/6/22,0,0,AL
Southeast Tornado Outbreak (April 2022),Tornadoes,4/4/22,4/6/22,0,0,GA
Southeast Tornado Outbreak (April 2022),Tornadoes,4/4/22,4/6/22,0,0,FL
Southeast Tornado Outbreak (April 2022),Tornadoes,4/4/22,4/6/22,0,0,SC
Southern Severe Weather (April 2022),Severe Storm,4/11/22,4/13/22,2782,1,KS
Southern Severe Weather (April 2022),Severe Storm,4/11/22,4/13/22,0,0,LA
Southern Severe Weather (April 2022),Severe Storm,4/11/22,4/13/22,0,0,MS
Southern Severe Weather (April 2022),Severe Storm,4/11/22,4/13/22,0,0,AL
Southern Severe Weather (April 2022),Severe Storm,4/11/22,4/13/22,0,0,TX
Southern Severe Weather (April 2022),Severe Storm,4/11/22,4/13/22,0,0,TN
Southern Severe Weather (April 2022),Severe Storm,4/11/22,4/13/22,0,0,KY
Southern and Central Severe Weather (May 2022),Severe Storm,5/1/22,5/3/22,1173.1,1,TX
Southern and Central Severe Weather (May 2022),Severe Storm,5/1/22,5/3/22,0,0,OK
Southern and Central Severe Weather (May 2022),Severe Storm,5/1/22,5/3/22,0,0,OH
Southern and Central Severe Weather (May 2022),Severe Storm,5/1/22,5/3/22,0,0,PA
North Central Hail Storms (May 2022),Severe Storm,5/9/22,5/9/22,2246.4,0,MN
North Central Hail Storms (May 2022),Severe Storm,5/9/22,5/9/22,0,0,WI
North Central Severe Weather (May 2022),Severe Storm,5/11/22,5/12/22,2814.3,1,SD
North Central Severe Weather (May 2022),Severe Storm,5/11/22,5/12/22,0,0,NE
North Central Severe Weather (May 2022),Severe Storm,5/11/22,5/12/22,0,0,MN
North Central Severe Weather (May 2022),Severe Storm,5/11/22,5/12/22,0,0,WI
North Central Hail Storms (May 2022),Severe Storm,5/19/22,5/19/22,2504,0,MN
North Central Hail Storms (May 2022),Severe Storm,5/19/22,5/19/22,0,0,WI
Central Severe Weather (June 2022),Severe Storm,6/7/22,6/8/22,1949.2,0,CO
Central Severe Weather (June 2022),Severe Storm,6/7/22,6/8/22,0,0,NE
Central Severe Weather (June 2022),Severe Storm,6/7/22,6/8/22,0,0,KS
Central Severe Weather (June 2022),Severe Storm,6/7/22,6/8/22,0,0,MO
Central Severe Weather (June 2022),Severe Storm,6/7/22,6/8/22,0,0,OK
Central Severe Weather (June 2022),Severe Storm,6/7/22,6/8/22,0,0,TX
Central Severe Weather (June 2022),Severe Storm,6/7/22,6/8/22,0,0,IA
Central Severe Weather (June 2022),Severe Storm,6/7/22,6/8/22,0,0,OH
Central Derecho (June 2022),Severe Storm,6/13/22,6/13/22,3309.7,1,MI
Central Derecho (June 2022),Severe Storm,6/13/22,6/13/22,0,0,IL
Central Derecho (June 2022),Severe Storm,6/13/22,6/13/22,0,0,IN
Central Derecho (June 2022),Severe Storm,6/13/22,6/13/22,0,0,OH
North Central and Eastern Severe Weather (July 2022),Severe Storm,7/22/22,7/24/22,1366.7,1,ND
North Central and Eastern Severe Weather (July 2022),Severe Storm,7/22/22,7/24/22,0,0,MN
North Central and Eastern Severe Weather (July 2022),Severe Storm,7/22/22,7/24/22,0,0,WI
North Central and Eastern Severe Weather (July 2022),Severe Storm,7/22/22,7/24/22,0,0,MI
North Central and Eastern Severe Weather (July 2022),Severe Storm,7/22/22,7/24/22,0,0,IL
North Central and Eastern Severe Weather (July 2022),Severe Storm,7/22/22,7/24/22,0,0,IN
North Central and Eastern Severe Weather (July 2022),Severe Storm,7/22/22,7/24/22,0,0,OH
North Central and Eastern Severe Weather (July 2022),Severe Storm,7/22/22,7/24/22,0,0,PA
