Name,Disaster,Begin_Date,End_Date,Total CPI-Adjusted Cost (Millions of Dollars),Deaths,State
Severe Storms/Hail (April 2003),Severe Storm,4/4/03,4/7/03,3290.5,3,TX
Severe Storms/Tornadoes (May 2003),Severe Storm,5/3/03,5/10/03,6770.8,51,MS
Midwest/Plains Severe Weather (July 2003),Severe Storm,7/4/03,7/9/03,1407.3,7,IA
Midwest/Plains Severe Weather (July 2003),Severe Storm,7/4/03,7/9/03,0,0,IL
Midwest/Plains Severe Weather (July 2003),Severe Storm,7/4/03,7/9/03,0,0,IN
Midwest/Plains Severe Weather (July 2003),Severe Storm,7/4/03,7/9/03,0,0,MI
Midwest/Plains Severe Weather (July 2003),Severe Storm,7/4/03,7/9/03,0,0,MN
Midwest/Plains Severe Weather (July 2003),Severe Storm,7/4/03,7/9/03,0,0,OH
Midwest/Plains Severe Weather (July 2003),Severe Storm,7/4/03,7/9/03,0,0,VA
Midwest/Plains Severe Weather (July 2003),Severe Storm,7/4/03,7/9/03,0,0,WV
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,1653.5,7,AR
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,AL
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,MS
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,GA
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,FL
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,SC
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,TN
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,KY
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,MI
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,NY
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,OH
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,PA
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,7/21/03,7/23/03,0,0,VT
Hurricane Isabel (September 2003),Tropical Cyclone,9/18/03,9/19/03,8939.1,55,NC
Hurricane Isabel (September 2003),Tropical Cyclone,9/18/03,9/19/03,0,0,VA
Hurricane Isabel (September 2003),Tropical Cyclone,9/18/03,9/19/03,0,0,MD
Hurricane Isabel (September 2003),Tropical Cyclone,9/18/03,9/19/03,0,0,DE
Hurricane Isabel (September 2003),Tropical Cyclone,9/18/03,9/19/03,0,0,WV
Hurricane Isabel (September 2003),Tropical Cyclone,9/18/03,9/19/03,0,0,NJ
Hurricane Isabel (September 2003),Tropical Cyclone,9/18/03,9/19/03,0,0,NY
Hurricane Isabel (September 2003),Tropical Cyclone,9/18/03,9/19/03,0,0,PA
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,8329.2,35,AZ
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,CO
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,IA
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,ID
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,IL
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,KS
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,MI
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,MN
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,MO
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,MT
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,ND
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,NE
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,NM
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,OR
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,SD
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,WA
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,3/1/03,11/30/03,0,0,WI
California Wildfires (Fall 2003),Wildfire,9/1/03,11/30/03,6341.3,22,CA
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,1622.4,4,IA
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,0,0,IL
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,0,0,IN
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,0,0,KY
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,0,0,MI
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,0,0,MO
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,0,0,NC
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,0,0,NE
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,0,0,NY
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,0,0,OK
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,0,0,OH
"Severe Storms, Hail, Tornadoes (May 2004)",Tornadoes,5/21/04,5/27/04,0,0,WI
Colorado Hail Storms (June 2004),Severe Storm,6/8/04,6/9/04,1105.1,0,CO
Hurricane Charley (August 2004),Tropical Cyclone,8/13/04,8/14/04,25439.2,35,FL
Hurricane Charley (August 2004),Tropical Cyclone,8/13/04,8/14/04,0,0,SC
Hurricane Charley (August 2004),Tropical Cyclone,8/13/04,8/14/04,0,0,NC
Hurricane Frances (September 2004),Tropical Cyclone,9/3/04,9/9/04,15582.1,48,GA
Hurricane Frances (September 2004),Tropical Cyclone,9/3/04,9/9/04,0,0,SC
Hurricane Frances (September 2004),Tropical Cyclone,9/3/04,9/9/04,0,0,NC
Hurricane Frances (September 2004),Tropical Cyclone,9/3/04,9/9/04,0,0,NY
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,32595.8,57,GA
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,MS
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,LA
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,SC
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,NC
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,VA
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,WV
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,MD
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,TN
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,KY
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,OH
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,DE
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,NJ
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,PA
Hurricane Ivan (September 2004),Tropical Cyclone,9/12/04,9/21/04,0,0,NY
Hurricane Jeanne (September 2004),Tropical Cyclone,9/15/04,9/29/04,11919.4,28,GA
Hurricane Jeanne (September 2004),Tropical Cyclone,9/15/04,9/29/04,0,0,SC
Hurricane Jeanne (September 2004),Tropical Cyclone,9/15/04,9/29/04,0,0,NC
Hurricane Jeanne (September 2004),Tropical Cyclone,9/15/04,9/29/04,0,0,VA
Hurricane Jeanne (September 2004),Tropical Cyclone,9/15/04,9/29/04,0,0,MD
Hurricane Jeanne (September 2004),Tropical Cyclone,9/15/04,9/29/04,0,0,DE
Hurricane Jeanne (September 2004),Tropical Cyclone,9/15/04,9/29/04,0,0,NJ
Hurricane Jeanne (September 2004),Tropical Cyclone,9/15/04,9/29/04,0,0,PA
Hurricane Jeanne (September 2004),Tropical Cyclone,9/15/04,9/29/04,0,0,NY
Hurricane Jeanne (September 2004),Tropical Cyclone,9/15/04,9/29/04,0,0,PR
Southeast Severe Weather (March 2005),Severe Storm,3/24/05,3/27/05,1349.5,0,TX
Southeast Severe Weather (March 2005),Severe Storm,3/24/05,3/27/05,0,0,AL
Southeast Severe Weather (March 2005),Severe Storm,3/24/05,3/27/05,0,0,MS
Southeast Severe Weather (March 2005),Severe Storm,3/24/05,3/27/05,0,0,GA
Southeast Severe Weather (March 2005),Severe Storm,3/24/05,3/27/05,0,0,FL
Southeast Severe Weather (March 2005),Severe Storm,3/24/05,3/27/05,0,0,NC
Southeast Severe Weather (March 2005),Severe Storm,3/24/05,3/27/05,0,0,VA
Hurricane Dennis (July 2005),Tropical Cyclone,7/9/05,7/11/05,3842.2,15,FL
Hurricane Katrina (August 2005),Tropical Cyclone,8/25/05,8/30/05,192545.4,1833,AL
Hurricane Katrina (August 2005),Tropical Cyclone,8/25/05,8/30/05,0,0,MS
Hurricane Katrina (August 2005),Tropical Cyclone,8/25/05,8/30/05,0,0,FL
Hurricane Katrina (August 2005),Tropical Cyclone,8/25/05,8/30/05,0,0,TN
Hurricane Katrina (August 2005),Tropical Cyclone,8/25/05,8/30/05,0,0,KY
Hurricane Katrina (August 2005),Tropical Cyclone,8/25/05,8/30/05,0,0,IN
Hurricane Katrina (August 2005),Tropical Cyclone,8/25/05,8/30/05,0,0,OH
Hurricane Katrina (August 2005),Tropical Cyclone,8/25/05,8/30/05,0,0,GA
Midwest Drought (Spring-Summer 2005),Drought,3/1/05,8/31/05,2330.3,0,AR
Midwest Drought (Spring-Summer 2005),Drought,3/1/05,8/31/05,0,0,IL
Midwest Drought (Spring-Summer 2005),Drought,3/1/05,8/31/05,0,0,IA
Midwest Drought (Spring-Summer 2005),Drought,3/1/05,8/31/05,0,0,IN
Midwest Drought (Spring-Summer 2005),Drought,3/1/05,8/31/05,0,0,MO
Midwest Drought (Spring-Summer 2005),Drought,3/1/05,8/31/05,0,0,OH
Midwest Drought (Spring-Summer 2005),Drought,3/1/05,8/31/05,0,0,WI
Hurricane Rita (September 2005),Tropical Cyclone,9/20/05,9/24/05,28120.1,119,TX
Hurricane Rita (September 2005),Tropical Cyclone,9/20/05,9/24/05,0,0,LA
Hurricane Wilma (October 2005),Tropical Cyclone,10/24/05,10/24/05,28880,35,FL
Severe Storms and Tornadoes (March 2006),Tornadoes,3/8/06,3/13/06,2019.8,10,AL
Severe Storms and Tornadoes (March 2006),Tornadoes,3/8/06,3/13/06,0,0,AR
Severe Storms and Tornadoes (March 2006),Tornadoes,3/8/06,3/13/06,0,0,KY
Severe Storms and Tornadoes (March 2006),Tornadoes,3/8/06,3/13/06,0,0,MS
Severe Storms and Tornadoes (March 2006),Tornadoes,3/8/06,3/13/06,0,0,TN
Severe Storms and Tornadoes (March 2006),Tornadoes,3/8/06,3/13/06,0,0,TX
Severe Storms and Tornadoes (March 2006),Tornadoes,3/8/06,3/13/06,0,0,IN
Severe Storms and Tornadoes (March 2006),Tornadoes,3/8/06,3/13/06,0,0,KS
Severe Storms and Tornadoes (March 2006),Tornadoes,3/8/06,3/13/06,0,0,MO
Severe Storms and Tornadoes (March 2006),Tornadoes,3/8/06,3/13/06,0,0,OK
"Midwest/Southeast Tornadoes (April 6-8, 2006)",Tornadoes,4/6/06,4/8/06,2405.7,10,OK
"Midwest/Southeast Tornadoes (April 6-8, 2006)",Tornadoes,4/6/06,4/8/06,0,0,KS
"Midwest/Southeast Tornadoes (April 6-8, 2006)",Tornadoes,4/6/06,4/8/06,0,0,MO
"Midwest/Southeast Tornadoes (April 6-8, 2006)",Tornadoes,4/6/06,4/8/06,0,0,NE
"Midwest/Southeast Tornadoes (April 6-8, 2006)",Tornadoes,4/6/06,4/8/06,0,0,KY
"Midwest/Southeast Tornadoes (April 6-8, 2006)",Tornadoes,4/6/06,4/8/06,0,0,OH
"Midwest/Southeast Tornadoes (April 6-8, 2006)",Tornadoes,4/6/06,4/8/06,0,0,TN
"Midwest/Southeast Tornadoes (April 6-8, 2006)",Tornadoes,4/6/06,4/8/06,0,0,IN
"Midwest/Southeast Tornadoes (April 6-8, 2006)",Tornadoes,4/6/06,4/8/06,0,0,MS
"Midwest/Southeast Tornadoes (April 6-8, 2006)",Tornadoes,4/6/06,4/8/06,0,0,GA
"Midwest/Southeast Tornadoes (April 6-8, 2006)",Tornadoes,4/6/06,4/8/06,0,0,AL
Midwest Tornadoes (April 2006),Tornadoes,4/13/06,4/16/06,3635.3,27,IA
Midwest Tornadoes (April 2006),Tornadoes,4/13/06,4/16/06,0,0,IL
Midwest Tornadoes (April 2006),Tornadoes,4/13/06,4/16/06,0,0,IN
Midwest Tornadoes (April 2006),Tornadoes,4/13/06,4/16/06,0,0,WI
Northeast Flooding (June 2006),Flooding,6/25/06,6/28/06,2267.1,20,NY
Northeast Flooding (June 2006),Flooding,6/25/06,6/28/06,0,0,PA
Northeast Flooding (June 2006),Flooding,6/25/06,6/28/06,0,0,DE
Northeast Flooding (June 2006),Flooding,6/25/06,6/28/06,0,0,MD
Northeast Flooding (June 2006),Flooding,6/25/06,6/28/06,0,0,NJ
Northeast Flooding (June 2006),Flooding,6/25/06,6/28/06,0,0,VA
North Central Severe Weather and Tornadoes (August 2006),Tornadoes,8/23/06,8/24/06,1123.3,1,MN
North Central Severe Weather and Tornadoes (August 2006),Tornadoes,8/23/06,8/24/06,0,0,WI
North Central Severe Weather and Tornadoes (August 2006),Tornadoes,8/23/06,8/24/06,0,0,IN
North Central Severe Weather and Tornadoes (August 2006),Tornadoes,8/23/06,8/24/06,0,0,IL
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,9116.6,0,ND
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,SD
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,NE
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,KS
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,OK
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,TX
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,MN
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,IA
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,MO
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,AR
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,LA
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,MS
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,AL
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,GA
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,FL
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,MT
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,WY
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,CO
Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,3/1/06,8/31/06,0,0,NM
Central Severe Weather (October 2006),Severe Storm,10/2/06,10/5/06,1318.5,1,OH
Central Severe Weather (October 2006),Severe Storm,10/2/06,10/5/06,0,0,IL
Central Severe Weather (October 2006),Severe Storm,10/2/06,10/5/06,0,0,IN
Central Severe Weather (October 2006),Severe Storm,10/2/06,10/5/06,0,0,MI
Central Severe Weather (October 2006),Severe Storm,10/2/06,10/5/06,0,0,MN
Central Severe Weather (October 2006),Severe Storm,10/2/06,10/5/06,0,0,WI
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,2230,28,AK
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,AZ
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,CA
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,CO
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,FL
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,ID
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,MT
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,NM
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,NV
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,OK
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,OR
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,TX
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,WA
Numerous Wildfires (2006),Wildfire,1/1/06,12/31/06,0,0,WY
California Freeze (January 2007),Freeze,1/11/07,1/17/07,2086,1,CA
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,3045.8,0,AL
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,AR
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,GA
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,IA
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,IL
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,IN
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,KS
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,KY
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,MO
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,MS
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,NC
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,NE
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,OH
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,OK
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,SC
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,TN
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,VA
Spring Freeze (April 2007),Freeze,4/4/07,4/10/07,0,0,WV
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,3661.5,9,CT
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,DE
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,GA
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,LA
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,ME
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,MD
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,MA
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,MS
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,NH
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,NJ
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,NY
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,NC
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,PA
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,RI
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,SC
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,TX
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,VT
East/South Severe Weather and Flooding (April 2007),Severe Storm,4/13/07,4/17/07,0,0,VA
Western Wildfires (Summer 2007),Wildfire,6/1/07,8/31/07,3974.9,12,AK
Western Wildfires (Summer 2007),Wildfire,6/1/07,8/31/07,0,0,AZ
Western Wildfires (Summer 2007),Wildfire,6/1/07,8/31/07,0,0,CA
Western Wildfires (Summer 2007),Wildfire,6/1/07,8/31/07,0,0,ID
Western Wildfires (Summer 2007),Wildfire,6/1/07,8/31/07,0,0,UT
Western Wildfires (Summer 2007),Wildfire,6/1/07,8/31/07,0,0,MT
Western Wildfires (Summer 2007),Wildfire,6/1/07,8/31/07,0,0,NV
Western Wildfires (Summer 2007),Wildfire,6/1/07,8/31/07,0,0,OR
Western Wildfires (Summer 2007),Wildfire,6/1/07,8/31/07,0,0,WA
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,5272,15,ND
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,SD
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,NE
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,KS
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,OK
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,TX
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,MN
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,WI
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,IA
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,MO
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,AR
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,LA
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,MS
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,AL
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,GA
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,NC
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,SC
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,FL
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,TN
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,VA
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,WV
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,KY
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,IN
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,IL
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,OH
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,MI
Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,6/1/07,11/30/07,0,0,PA
"Western, Central and Northeast Severe Weather (January 2008)",Severe Storm,1/4/08,1/9/08,1404.6,12,CA
Southeast Tornadoes and Severe Weather (February 2008),Tornadoes,2/5/08,2/6/08,1732.7,57,AL
Southeast Tornadoes and Severe Weather (February 2008),Tornadoes,2/5/08,2/6/08,0,0,AR
Southeast Tornadoes and Severe Weather (February 2008),Tornadoes,2/5/08,2/6/08,0,0,IN
Southeast Tornadoes and Severe Weather (February 2008),Tornadoes,2/5/08,2/6/08,0,0,KY
Southeast Tornadoes and Severe Weather (February 2008),Tornadoes,2/5/08,2/6/08,0,0,MS
Southeast Tornadoes and Severe Weather (February 2008),Tornadoes,2/5/08,2/6/08,0,0,OH
Southeast Tornadoes and Severe Weather (February 2008),Tornadoes,2/5/08,2/6/08,0,0,TN
Southeast Tornadoes and Severe Weather (February 2008),Tornadoes,2/5/08,2/6/08,0,0,TX
Southeast Tornadoes (March 2008),Tornadoes,3/14/08,3/15/08,1594.7,5,GA
Southeast Tornadoes (March 2008),Tornadoes,3/14/08,3/15/08,0,0,SC
Southern Severe Weather (April 2008),Severe Storm,4/9/08,4/11/08,1465.9,2,AR
Southern Severe Weather (April 2008),Severe Storm,4/9/08,4/11/08,0,0,OK
Southern Severe Weather (April 2008),Severe Storm,4/9/08,4/11/08,0,0,TX
Midwest Tornadoes and Severe Weather (May 2008),Tornadoes,5/22/08,5/27/08,4211,13,IL
Midwest Tornadoes and Severe Weather (May 2008),Tornadoes,5/22/08,5/27/08,0,0,IN
Midwest Tornadoes and Severe Weather (May 2008),Tornadoes,5/22/08,5/27/08,0,0,IA
Midwest Tornadoes and Severe Weather (May 2008),Tornadoes,5/22/08,5/27/08,0,0,KS
Midwest Tornadoes and Severe Weather (May 2008),Tornadoes,5/22/08,5/27/08,0,0,MN
Midwest Tornadoes and Severe Weather (May 2008),Tornadoes,5/22/08,5/27/08,0,0,NE
Midwest Tornadoes and Severe Weather (May 2008),Tornadoes,5/22/08,5/27/08,0,0,OK
Midwest Tornadoes and Severe Weather (May 2008),Tornadoes,5/22/08,5/27/08,0,0,WY
Midwest Tornadoes and Severe Weather (May 2008),Tornadoes,5/22/08,5/27/08,0,0,CO
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,2257.6,18,IA
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,IL
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,IN
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,KS
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,NE
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,MI
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,MN
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,MO
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,OK
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,WI
